name,address,symbol,chain,slug,gecko_id,category,tvl,id_collection,update_date
xDAI Stake Bridge,ethereum:0x0Ae055097C6d159879521C384F1D2123D1f195e6,STAKE,Ethereum,xdai-stake-bridge,xdai-stake,Chain,166822285.43138307,Automatically,2023-09-09
MatrixDock,ethereum:0x530824DA86689C9C17CdC2871Ff29B058345b44a,STBT,Ethereum,matrixdock,short-term-t-bill-token,RWA,81493157.33412825,Automatically,2023-09-09
StellaSwap V2,moonbeam:0x0E358838ce72d5e61E0018a2ffaC4bEC5F4c88d2,STELLA,Moonbeam,stellaswap-v2,stellaswap,Dexes,2509669.404387743,Manually,2023-09-09
StellaSwap V3,moonbeam:0x0E358838ce72d5e61E0018a2ffaC4bEC5F4c88d2,STELLA,Moonbeam,stellaswap-v3,stellaswap,Dexes,2035329.1270707203,Manually,2023-09-09
Stargate,ethereum:0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,Multi-Chain,stargate,stargate-finance,Cross Chain,384528904.6989076,Automatically,2023-09-09
Pangea Swap,klay-token:0xB49E754228bc716129E63b1a7b0b6cf27299979e,STONE,Klaytn,pangea-swap,pangea-governance-token,Dexes,1596221.3175078677,Manually,2023-09-09
Stride,osmosis:ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,STRD,Stride,stride,stride,Liquid Staking,27540126.19347934,Automatically,2023-09-09
Strike,ethereum:0x74232704659ef37c08995e386a2e26cc27a8d7b1,STRK,Ethereum,strike,strike,Lending,12968575.789457964,Automatically,2023-09-09
Sudoswap V1,ethereum:0x3446Dd70B2D52A6Bf4a5a192D9b0A161295aB7F9,SUDO,Ethereum,sudoswap-v1,sudoswap,NFT Marketplace,2205071.345792023,Manually,2023-09-09
SUN.io,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,Tron,sun.io,sun-token,Dexes,50231481.92589224,Automatically,2023-09-09
SUNSwap V2,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,Tron,sunswap-v2,sun-token,Dexes,128285753.05621213,Manually,2023-09-09
SUNSwap V1,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,Tron,sunswap-v1,sun-token,Dexes,374761220.2783535,Manually,2023-09-09
SundaeSwap,cardano:-,SUNDAE,Cardano,sundaeswap,sundaeswap,Dexes,5354727.751207525,Automatically,2023-09-09
Sunny,solana:SUNNYWgPQmFxe9wTZzNK7iPnJ3vYDrkgnxJRJm1s3ag,SUNNY,Solana,sunny,sunny-aggregator,Yield,2216869.4400092494,Automatically,2023-09-09
SushiSwap V3,ethereum:0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,Multi-Chain,sushiswap-v3,sushi,Dexes,12452675.680039346,Manually,2023-09-09
SushiSwap,ethereum:0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,Multi-Chain,sushiswap,sushi,Dexes,269085024.9594031,Automatically,2023-09-09
Sushi BentoBox,ethereum:0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,Multi-Chain,sushi-bentobox,sushi,Yield,59195700.97949364,Manually,2023-09-09
Team Finance,ethereum:0xCC4304A31d09258b0029eA7FE63d032f52e44EFe,SWAP,Multi-Chain,team-finance,trustswap,Launchpad,83387817.38874778,Automatically,2023-09-09
StakeWise,ethereum:0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,SWISE,Multi-Chain,stakewise,stakewise,Liquid Staking,162291544.80461994,Automatically,2023-09-09
Kava Swap,kava:-,SWP,Kava,kava-swap,kava-swap,Dexes,2475296.54133211,Automatically,2023-09-09
Swapr,arbitrum:0xdE903E2712288A1dA82942DDdF2c20529565aC30,SWPR,Multi-Chain,swapr,swapr,Dexes,1618801.7344354338,Automatically,2023-09-09
Synapse,ethereum:0x0f2d719407fdbeff09d87557abb7232601fd9f29,SYN,Multi-Chain,synapse,synapse-2,Cross Chain,108276969.2789376,Automatically,2023-09-09
Synthswap V2,base:0xbd2DBb8eceA9743CA5B16423b4eAa26bDcfE5eD2,SYNTH,Base,synthswap-v2,synthswap,Dexes,2399626.170967805,Manually,2023-09-09
Synthswap V3,base:0xbd2DBb8eceA9743CA5B16423b4eAa26bDcfE5eD2,SYNTH,Base,synthswap-v3,synthswap,Dexes,1601172.5400580526,Manually,2023-09-09
SiO2 Finance,astar:0xcCA488aEEf7A1D5C633f877453784F025e7cF160,SiO2,Astar,sio2-finance,,Lending,4012315.9767484586,None,2023-09-09
tBTC,ethereum:0xcdf7028ceab81fa0c6971208e83fa7872994bee5,T,Ethereum,tbtc,threshold-network-token,Bridge,33090510.72971553,Automatically,2023-09-09
Paraluni Dex,bsc:0x43Feaca246392C23EE5A0Db618fCd81a74b91726,T42,Binance,paraluni-dex,,Dexes,1065339.637790485,None,2023-09-09
tai.money,ethereum:0xf915110898d9a455ad2da51bf49520b41655ccea,TAI,Ethereum,tai.money,tai-money,CDP,1707304.6604322551,Automatically,2023-09-09
Tarot,fantom:0xc5e2b037d30a390e62180970b3aa4e91868764cd,TAROT,Multi-Chain,tarot,tarot,Lending,3460697.2776348274,Automatically,2023-09-09
TProtocol,ethereum:0x07Ac55797D4F43f57cA92a49E65ca582cC287c27,TBT,Ethereum,tprotocol,rebasing-tbt,RWA,3631271.8497856967,Automatically,2023-09-09
Tetu Earn,polygon:0x255707b70bf90aa112006e1b07b9aea6de021424,TETU,Multi-Chain,tetu-earn,tetu,Yield,26071203.86414784,Manually,2023-09-09
Thales,ethereum:0x03e173ad8d1581a4802d3b532ace27a62c5b81dc,THALES,Multi-Chain,thales,thales,Prediction Market,2000965.3786237503,Automatically,2023-09-09
THENA V1,binance-smart-chain:0xf4c8e32eadec4bfe97e0f595add0f4450a863a11,THE,Binance,thena-v1,thena,Dexes,11527610.84556089,Automatically,2023-09-09
THENA FUSION,binance-smart-chain:0xf4c8e32eadec4bfe97e0f595add0f4450a863a11,THE,Binance,thena-fusion,thena,Dexes,25874782.208004605,Manually,2023-09-09
Thala CDP,aptos:0x7fd500c11216f0fe3095d0c4b8aa4d64a4e2e04f83758462f2b127255643615,THL,Aptos,thala-cdp,thala,CDP,6792676.110439118,Manually,2023-09-09
ThalaSwap,aptos:0x7fd500c11216f0fe3095d0c4b8aa4d64a4e2e04f83758462f2b127255643615,THL,Aptos,thalaswap,thala,Dexes,9390500.121472511,Automatically,2023-09-09
Themis DEX,filecoin:0x005E02A4A934142d8Dd476F192d0dD9c381b16b4,THS,Filecoin,themis-dex,,Dexes,2887593.525240449,None,2023-09-09
Tidal Finance,polygon:0xB41EC2c036f8a42DA384DDE6ADA79884F8b84b26,TIDAL,Polygon,tidal-finance,tidal-finance,Insurance,1478760.7328044537,Automatically,2023-09-09
Titano Swych,bsc:0x4e3cABD3AD77420FF9031d19899594041C420aeE,TITANO,Binance,titano-swych,,Dexes,1531829.495061394,Manually,2023-09-09
Tender Finance,arbitrum:0xc47d9753f3b32aa9548a7c3f30b6aec3b2d2798c,TND,Arbitrum,tender-finance,tender-fi,Lending,2896429.5467207856,Automatically,2023-09-09
Tangible,polygon:0x49e6a20f1bbdfeec2a8222e052000bbb14ee6007,TNGBL,Multi-Chain,tangible,tangible,RWA,42285637.66209046,Automatically,2023-09-09
Tokemak,ethereum:0x2e9d63788249371f1dfc918a52f8d799f4a38c94,TOKE,Ethereum,tokemak,tokemak,Yield,20208416.141844884,Automatically,2023-09-09
Tomb Swap,fantom:0x6c021ae822bea943b2e66552bde1d2696a53fbb7,TOMB,Fantom,tomb-swap,tomb,Dexes,1398658.940780342,Manually,2023-09-09
Tectonic,cronos:0xeAdf7c01DA7E93FdB5f16B0aa9ee85f978e89E95,TONIC,Cronos,tectonic,tectonic,Lending,121076285.4863874,Automatically,2023-09-09
Tornado Cash,ethereum:0x77777feddddffc19ff86db637967013e6c6a116c,TORN,Multi-Chain,tornado-cash,tornado-cash,Privacy,236267172.0516525,Automatically,2023-09-09
Trisolaris,aurora:0xFa94348467f64D5A457F75F8bc40495D33c65aBB,TRI,Aurora,trisolaris,trisolaris,Dexes,1988450.363001764,Automatically,2023-09-09
Arbitrove,arbitrum:0x982239d38af50b0168da33346d85fb12929c4c07,TROVE,Arbitrum,arbitrove,nitro-cartel,Indexes,1116666.8886288742,Automatically,2023-09-09
ThunderCore Staking,ethereum:0x1e053d89e08c24aa2ce5c5b4206744dc2d7bd8f5,TT,ThunderCore,thundercore-staking,thunder-token,Staking Pool,1931017.7582158807,Automatically,2023-09-09
Tulip Protocol,solana:TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs,TULIP,Solana,tulip-protocol,solfarm,Yield,11035366.945512269,Automatically,2023-09-09
Ubeswap,celo:0x00Be915B9dCf56a3CBE739D9B9c202ca692409EC,UBE,Celo,ubeswap,ubeswap,Dexes,1812507.6196193965,Automatically,2023-09-09
UniFarm,ethereum:0x40986a85b4cfcdb054a6cbfb1210194fee51af88,UFARM,Multi-Chain,unifarm,unifarm,Yield,1215242.4683699105,Automatically,2023-09-09
UltronSwap,ultron:0x3a4F06431457de873B588846d139EC0d86275d54,ULX,Ultron,ultronswap,ultron,Dexes,7410036.793362558,Automatically,2023-09-09
Umami Finance,arbitrum:0x1622bF67e6e5747b81866fE0b85178a93C7F86e3,UMAMI,Arbitrum,umami-finance,umami-finance,Yield,3709479.478756089,Automatically,2023-09-09
Umee,ethereum:0xc0a4df35568f116c370e6a6a6022ceb908eeddac,UMEE,Multi-Chain,umee,umee,Lending,8088343.759415927,Manually,2023-09-09
UNCX Network V3,ethereum:0xadb2437e6f65682b85f814fbc12fec0508a7b1d0,UNCX,Multi-Chain,uncx-network-v3,unicrypt-2,Launchpad,5593137.071710361,Manually,2023-09-09
UNCX Network V2,ethereum:0xadb2437e6f65682b85f814fbc12fec0508a7b1d0,UNCX,Multi-Chain,uncx-network-v2,unicrypt-2,Launchpad,207620053.25570756,Manually,2023-09-09
UniFi Staking,ethereum:0x441761326490cacf7af299725b6292597ee822c2,UNFI,Multi-Chain,unifi-staking,unifi-protocol-dao,Staking Pool,5126861.20216638,Manually,2023-09-09
Uniswap V1,ethereum:0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Ethereum,uniswap-v1,uniswap,Dexes,7466595.970597113,Manually,2023-09-09
Uniswap V2,ethereum:0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Ethereum,uniswap-v2,uniswap,Dexes,1092745076.5286083,Manually,2023-09-09
Uniswap V3,ethereum:0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Multi-Chain,uniswap-v3,uniswap,Dexes,2096907213.429429,Manually,2023-09-09
Unicly,ethereum:0x94e0bab2f6ab1f19f4750e42d7349f2740513ad5,UNIC,Ethereum,unicly,unicly,Dexes,1768368.5183583088,Automatically,2023-09-09
UniDex,fantom:0x2130d2a1e51112d349ccf78d2a1ee65843ba36e0,UNIDX,Multi-Chain,unidex,unidex,Derivatives,1772555.3483423777,Automatically,2023-09-09
JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,Tron,juststables,just-stablecoin,CDP,1352080773.701674,Automatically,2023-09-09
Unslashed,0xe0e05c43c097b0982db6c9d626c4eb9e95c3b9ce,USF,Ethereum,unslashed,,Insurance,28701081.33145137,Manually,2023-09-09
unshETH,ethereum:0xe60779cc1b2c1d0580611c526a8df0e3f870ec48,USH,Ethereum,unsheth,unsheth,Indexes,8713819.395527123,Automatically,2023-09-09
UwU Lend,ethereum:0x55C08ca52497e2f1534B59E2917BF524D4765257,UWU,Ethereum,uwu-lend,uwu-lend,Lending,52619075.231920734,Automatically,2023-09-09
UXD,solana:UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,UXP,Solana,uxd,uxd-protocol-token,Decentralized Stablecoin,17980524.26786077,Automatically,2023-09-09
Valas Finance,binance-smart-chain:0xB1EbdD56729940089Ecc3aD0BBEEB12b6842ea6F,VALAS,Binance,valas-finance,valas-finance,Lending,1523001.4453533955,Automatically,2023-09-09
VanSwap,vision:VRbNprwjvBomKhvnhZq7Y33JRcrQJethpc,VAN,Vision,vanswap,,Dexes,6599340.509828444,None,2023-09-09
Equilibre,kava:0xE1da44C0dA55B075aE8E2e4b6986AdC76Ac77d73,VARA,Kava,equilibre,equilibre,Dexes,2123721.5519324047,Automatically,2023-09-09
Velocore V2,zksync:0x85d84c774cf8e9ff85342684b0e795df72a24908,VC,Linea,velocore-v2,velocore,Dexes,3524310.328771699,Manually,2023-09-09
Velocore V1,zksync:0x85d84c774cf8e9ff85342684b0e795df72a24908,VC,zkSync Era,velocore-v1,velocore,Dexes,5452443.1229018895,Manually,2023-09-09
Vega Protocol,ethereum:0xcb84d72e61e383767c4dfeb2d8ff7f4fb89abc6e,VEGA,Ethereum,vega-protocol,vega-protocol,Derivatives,1403256.428291408,Automatically,2023-09-09
Vela Exchange,arbitrum:0x088cd8f5eF3652623c22D48b1605DCfE860Cd704,VELA,Multi-Chain,vela-exchange,vela-token,Derivatives,11290810.050010296,Automatically,2023-09-09
Velodrome V2,optimism:0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db,VELO,Optimism,velodrome-v2,velodrome-finance,Dexes,140378077.83659306,Manually,2023-09-09
Velodrome V1,optimism:0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db,VELO,Optimism,velodrome-v1,velodrome-finance,Dexes,4575393.710304525,Manually,2023-09-09
Verse,ethereum:0x249ca82617ec3dfb2589c4c17ab7ec9765350a18,VERSE,Multi-Chain,verse,verse-bitcoin,Dexes,3880598.654237513,Automatically,2023-09-09
Vires Finance,waves:DSbbhLsSTeDg5Lsiufk2Aneh3DjVqJuPr2M9uU1gwy5p,VIRES,Waves,vires-finance,,Lending,34477864.83259011,Manually,2023-09-09
The Idols,0x9416ba76e88d873050a06e5956a3ebf10386b863,VIRTUE,Ethereum,the-idols,,Reserve Currency,4431375.213539098,Manually,2023-09-09
Vaultka,,VKA,Arbitrum,vaultka,,Yield,1191981.480576964,None,2023-09-09
Veno Finance,cronos:0xdb7d0a1ec37de1de924f8e8adac6ed338d4404e9,VNO,Cronos,veno-finance,veno-finance,Liquid Staking,5545538.474708067,Automatically,2023-09-09
VoltSwap V2,meter:0x8Df95e66Cb0eF38F91D2776DA3c921768982fBa0,VOLT,Multi-Chain,voltswap-v2,voltswap,Dexes,4449862.679718797,Manually,2023-09-09
veSync,zksync:0x5756A28E2aAe01F600FC2C01358395F5C1f8ad3A,VS,zkSync Era,vesync,vesync,Dexes,1411054.3307713286,Automatically,2023-09-09
Vesper,ethereum:0x1b40183efb4dd766f11bda7a7c3ad8982e998421,VSP,Multi-Chain,vesper,vesper-finance,Yield Aggregator,20089109.149781454,Automatically,2023-09-09
Vesta Finance,arbitrum:0xa684cd057951541187f288294a1e1C2646aA2d24,VSTA,Arbitrum,vesta-finance,vesta-finance,CDP,11599555.003696904,Automatically,2023-09-09
Vector Finance,avalanche:0x5817d4f0b62a59b17f75207da1848c2ce75e7af4,VTX,Avalanche,vector-finance,vector-finance,Yield,17990286.535021417,Automatically,2023-09-09
VVS Finance,cronos:0x2D03bECE6747ADC00E1a131BBA1469C15fD11e03,VVS,Cronos,vvs-finance,vvs-finance,Dexes,123972391.30844893,Automatically,2023-09-09
ViteX,vite:tti_564954455820434f494e69b5,VX,Vite,vitex,vitex,Dexes,4944710.11093622,Automatically,2023-09-09
VyFinance Dex,cardano:asset1znlnu4s2uv3ern2f52csz6s6pvr5rf6dj2uevx,VYFI,Cardano,vyfinance-dex,vyfinance,Dexes,8467310.954633519,Manually,2023-09-09
VyFinance Vaults,cardano:asset1znlnu4s2uv3ern2f52csz6s6pvr5rf6dj2uevx,VYFI,Cardano,vyfinance-vaults,vyfinance,Farm,3715292.26714384,Manually,2023-09-09
WhaleEx,eos:whaleextoken,WAL,EOS,whaleex,,Dexes,2932918.043374892,None,2023-09-09
WanSwap Dex,wanchain:0x8b9f9f4aa70b1b0d586be8adfb19c1ac38e05e9a,WASP,Wanchain,wanswap-dex,wanswap,Dexes,2414048.002815376,Automatically,2023-09-09
Moonwell,moonbeam:0x511aB53F793683763E5a8829738301368a2411E3,WELL,Multi-Chain,moonwell,moonwell-artemis,Lending,38038216.590971775,Automatically,2023-09-09
FX Swap,functionx:0x80b5a32E4F032B2a058b4F29EC95EEfEEB87aDcd,WFX,FunctionX,fx-swap,,Dexes,1551679.729205472,None,2023-09-09
White Whale Dex,osmosis:ibc/EDD6F0D66BCD49C1084FB2C35353B4ACD7B9191117CE63671B61320548F7C89D,WHALE,Multi-Chain,white-whale-dex,white-whale,Dexes,2530938.6158121126,Manually,2023-09-09
Whiteheart,ethereum:0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44,WHITE,Ethereum,whiteheart,whiteheart,Options,2659118.2113537965,Automatically,2023-09-09
WigoSwap,fantom:0xE992bEAb6659BFF447893641A378FbbF031C5bD6,WIGO,Fantom,wigoswap,wigoswap,Dexes,2164862.3525222456,Automatically,2023-09-09
Wing Finance,ontology:-,WING,Multi-Chain,wing-finance,wing-finance,Lending,11561728.0,Automatically,2023-09-09
WINR Protocol,arbitrum:0xd77b108d4f6cefaa0cae9506a934e825becca46e,WINR,Arbitrum,winr-protocol,winr-protocol,Prediction Market,3378832.171648788,Automatically,2023-09-09
Wombex Finance,binance-smart-chain:0xa75d9ca2a0a1D547409D82e1B06618EC284A2CeD,WMX,Multi-Chain,wombex-finance,wombex,Yield,8568636.373217048,Automatically,2023-09-09
Wombat Exchange,binance-smart-chain:0xad6742a35fb341a9cc6ad674738dd8da98b94fb1,WOM,Multi-Chain,wombat-exchange,wombat-exchange,Dexes,30313670.66146536,Automatically,2023-09-09
WOOFi Earn,ethereum:0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO,Multi-Chain,woofi-earn,woo-network,Yield,9516039.809840128,Manually,2023-09-09
WOOFi Swap,ethereum:0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO,Multi-Chain,woofi-swap,woo-network,Dexes,9392180.529900547,Manually,2023-09-09
WePiggy,ethereum:0x6f620ec89b8479e97a6985792d0c64f237566746,WPC,Multi-Chain,wepiggy,wepiggy-coin,Lending,5137622.388364296,Automatically,2023-09-09
Wrap Protocol,tezos:KT1LRboPna9yQY9BrjtQYDS1DVxhKESK4VVd,WRAP,Ethereum,wrap-protocol,wrap-governance-token,Synthetics,1000247.5407211228,Automatically,2023-09-11
WingRiders,cardano:asset18v68f0vgv2nc3at8cuuem7f3fztwqcq2usgjyp,WRT,Cardano,wingriders,wingriders,Dexes,7699458.913443774,Automatically,2023-09-09
Waterfall DeFi,binance-smart-chain:0xd73F32833B6D5D9c8070c23e599e283a3039823C,WTF,Multi-Chain,waterfall-defi,waterfall-governance-token,Yield Aggregator,3006434.79200707,Automatically,2023-09-09
WX Network,waves:Atqv59EYzjFGuitKVnMRk6H8FukjoV3ktPorbEys25on,Waves.Exchange,Waves,wx-network,waves-exchange,Dexes,1842854.834242,Automatically,2023-09-09
X2Y2,ethereum:0x1e4ede388cbc9f4b5c79681b7f94d36a11abebc9,X2Y2,Ethereum,x2y2,x2y2,NFT Lending,1035321.6692742498,Automatically,2023-09-09
Onyx Protocol,0xA2cd3D43c775978A96BdBf12d733D5A1ED94fb18,XCN,Ethereum,onyx-protocol,,Lending,2857641.456556535,Manually,2023-09-09
Mars Ecosystem,binance-smart-chain:0x7859b01bbf675d67da8cd128a50d155cd881b576,XMS,Binance,mars-ecosystem,mars-ecosystem-token,CDP,3225922.657111158,Automatically,2023-09-09
XSwap Protocol,xdc-network:0x36726235dadbdb4658d33e62a249dca7c4b2bc68,XSP,XDC,xswap-protocol,xswap-protocol,Dexes,2962564.758638962,Automatically,2023-09-09
xToken,ethereum:0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,XTK,Multi-Chain,xtoken,xtoken,Liquidity manager,1233430.2446280203,Automatically,2023-09-09
Venus Isolated Pools,binance-smart-chain:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,Binance,venus-isolated-pools,venus,Lending,2643710.461370736,Manually,2023-09-09
Venus,binance-smart-chain:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,Binance,venus,venus,Lending,622224712.8750644,Manually,2023-09-09
xWin Finance,binance-smart-chain:0xd88ca08d8eec1E9E09562213Ae83A7853ebB5d28,XWIN,Binance,xwin-finance,xwin-finance,Services,2341076.8110970045,Manually,2023-09-09
XY Finance,ethereum:0x77777777772cf0455fb38ee0e75f38034dfa50de,XY,Multi-Chain,xy-finance,xy-finance,Cross Chain,3235293.991396399,Automatically,2023-09-09
Universe XYZ,ethereum:0x618679df9efcd19694bb1daa8d00718eacfa2883 ,XYZ,Ethereum,universe-xyz,universe-xyz,Yield,1020657.5999799568,Automatically,2023-09-09
Yield Yak Aggregator,avalanche:0x59414b3089ce2af0010e7523dea7e2b35d776ec7,YAK,Multi-Chain,yield-yak-aggregator,yield-yak,Yield Aggregator,18707283.18822682,Automatically,2023-09-09
Yeti Finance,avalanche:0x77777777777d4554c39223C354A05825b2E8Faa3,YETI,Avalanche,yeti-finance,yeti-finance,CDP,11211465.793372162,Automatically,2023-09-09
Yearn Finance,ethereum:0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,Multi-Chain,yearn-finance,yearn-finance,Yield Aggregator,354551915.5843592,Automatically,2023-09-09
YokaiSwap,godwoken:0x885fb612947ccF1C7611894Bd828D388b046fc24,YOK,Multi-Chain,yokaiswap,yokaiswap,Dexes,1457016.1740627429,Manually,2023-09-09
Yoshi Exchange,fantom:0x3dc57B391262e3aAe37a08D91241f9bA9d58b570,YOSHI,Multi-Chain,yoshi-exchange,yoshi-exchange,Dexes,1616079.8086669245,Automatically,2023-09-09
Youves,tezos:KT1Xobej4mc6XgEjDoJoHtTKgbD1ELMvcQuL,YOU,Tezos,youves,youves-you-governance,Synthetics,25430169.568014063,Automatically,2023-09-09
ZKSwap,0xe4815ae53b124e7263f08dcdbbb757d41ed658c6,ZKS,Ethereum,zkswap,,Chain,2183082.71556875,Manually,2023-09-09
ZoomSwap,iotex:0xf87aed04889a1dd0159d9C22B0D57b345Ab16dDD,ZM,IoTeX,zoomswap,zoomswap,Farm,1207175.3040053588,Automatically,2023-09-09
ZilSwap,zilliqa:zil1p5suryq6q647usxczale29cu3336hhp376c627,ZWAP,Zilliqa,zilswap,zilswap,Dexes,2836267.6453939867,Automatically,2023-09-09
Zyberswap V3,arbitrum:0x3b475f6f2f41853706afc9fa6a6b8c5df1a2724c,ZYB,Multi-Chain,zyberswap-v3,zyberswap,Dexes,1177372.2431729876,Manually,2023-09-09
Acala Dollar,moonbeam:0xffffffff52c56a9257bb97f4b2b6f7b2d624ecda,aUSD,Acala,acala-dollar,acala-dollar-acala,CDP,16490129.328413691,Manually,2023-09-09
LUSD ChickenBonds,ethereum:0xB9D7DdDca9a4AC480991865EfEf82E01273F79C3,bLUSD,Ethereum,lusd-chickenbonds,boosted-lusd,Yield Aggregator,15482964.002770657,Manually,2023-09-09
Algomint,algorand:441139422,goMINT,Algorand,algomint,algomint,Algo-Stables,1020321.777518662,Automatically,2023-09-09
Kolibri,tezos:KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,kDAO,Tezos,kolibri,kolibri-dao,CDP,2694144.216846674,Manually,2023-09-09
The Ennead Farm,arbitrum:0x40301951Af3f80b8C1744ca77E55111dd3c1dba1,needRAM,Multi-Chain,the-ennead-farm,the-ennead,Yield,1740742.801575667,Automatically,2023-09-09
Phoenix Bonds,near:phoenix-bonds.near,pNEAR,Near,phoenix-bonds,,Yield Aggregator,1349801.3892964066,None,2023-09-09
